codprod;descricaoproduto;embalagem;unidade;codepto;deptodescricao;codsec;secdescricao;codncmex;nbm;informacoestecnicas;codmarca;marca;codmarcatabelamarcas;marcatabelamarcas
5399;DROPS HALLS UVA VERDE C/21;C/21;DP;3;BOMBONIERI;308;DROPS;17049020.;17049020;C/21;194;HALLS;194;HALLS
5401;CHOC.NESTLE KIT KAT 24X41,5G;24X41,5G;DP;3;BOMBONIERI;312;CHOCOLATE;19053200.;19053200;24X41,5G;223;KIT KAT;223;KIT KAT
5402;BISC.SOL  HITS SALGADINHO QUEIJO;80G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;80G;401;SOL;401;SOL
5403;BISC.SOL  HITS SALGADINHO PRESUNTO;80G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;80G;401;SOL;401;SOL
5415;CHICLE BUBBALOO TUTTI-FRUTTI C/60;C/60;DP;3;BOMBONIERI;306;CHICLE;17041000.;17041000;C/60;62;BUBBALOO;62;BUBBALOO
5416;CHICLE BUBBALOO MORANGO C/60;C/60;DP;3;BOMBONIERI;306;CHICLE;17041000.;17041000;C/60;62;BUBBALOO;62;BUBBALOO
5417;CHICLE BUBBALOO UVA C/60;C/60;DP;3;BOMBONIERI;306;CHICLE;17041000.;17041000;C/60;62;BUBBALOO;62;BUBBALOO
5418;CHICLE BUBBALOO HORTELA C/60;C/60;DP;3;BOMBONIERI;306;CHICLE;17041000.;17041000;C/60;62;BUBBALOO;62;BUBBALOO
5421;OVO CODORNA TP 1 DANIMAR 300G DEFUMADO;300G;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;04089900.;4089900;300G;124;DANIMAR;124;DANIMAR
5424;VASSOURA NYLON DONA DA CASA C/CABO;1;UN;5;LIMPEZA;534;VASSOURA;96039000.;96039000;1;142;DONA DA CASA;142;DONA DA CASA
5425;VASSOURA NYLON ENCANTADA ANGULAR C/CABO;1;UN;5;LIMPEZA;534;VASSOURA;96039000.;96039000;1;153;ENCANTADA;153;ENCANTADA
5426;VASSOURA NYLON TROPICAL C/CABO;1;UN;5;LIMPEZA;534;VASSOURA;96039000.;96039000;1;449;TROPICAL;449;TROPICAL
5427;VASSOURA POLIESTER FLORENCA C/CABO;1;UN;5;LIMPEZA;534;VASSOURA;96039000.;96039000;1;168;FLORENCA;168;FLORENCA
5428;RODO BORRACHA DUPLA LIMPAMANIA 40CM C/CA;1;UN;5;LIMPEZA;534;VASSOURA;96039000.;96039000;1;243;LIMPAMANIA;243;LIMPAMANIA
5429;PA P/LIXO PLASTICA PLUGGY ;1;UN;5;LIMPEZA;534;VASSOURA;39249000.;39249000;1;331;PLUGGY;331;PLUGGY
5447;DROPS HALLS EXTRA FORTE C/21;C/21;DP;3;BOMBONIERI;308;DROPS;17049020.;17049020;C/21;194;HALLS;194;HALLS
5448;VERMOUTH MARTINI EXTRA DRY 750ML;750ML;UN;1;BEBIDAS;34;VERMOUTH;22051000.;22051000;750ML;259;MARTINI;259;MARTINI
5450;VERMOUTH MARTINI ROSSO 750ML;750ML;UN;1;BEBIDAS;34;VERMOUTH;22051000.;22051000;750ML;259;MARTINI;259;MARTINI
5452;CHA MATTE LEAO NATURAL GRANEL 250G;250G;UN;1;BEBIDAS;1022;CHA;09030090.1;9030090;250G;236;LEAO;236;LEAO
5453;CHA MATTE LEAO NATURAL C/25 (S/ENV.);C/25 ;UN;1;BEBIDAS;1022;CHA;09030090.1;9030090;SEM ENVELOPE;236;LEAO;236;LEAO
5454;CHA MATTE LEAO LIMAO C/25 (S/ENV.);C/25 ;UN;1;BEBIDAS;1022;CHA;09030090.;9030090;SEM ENVELOPE;236;LEAO;236;LEAO
5455;CHA MATTE LEAO PESSEGO C/25 (S/ENV.);C/25 ;UN;1;BEBIDAS;1022;CHA;09030090.;9030090;SEM ENVELOPE;236;LEAO;236;LEAO
5456;CHA MATTE LEAO LARANJA C/25 (S/ENV.);C/25 ;UN;1;BEBIDAS;1022;CHA;09030090.;9030090;SEM ENVELOPE;236;LEAO;236;LEAO
5457;CHA MATTE LEAO CANELA C/25 (S/ENV.);C/25 ;UN;1;BEBIDAS;1022;CHA;09030090.;9030090;SEM ENVELOPE;236;LEAO;236;LEAO
5459;CHA LEAO ERVAS PRETO C/10 (S/ENV.);C/10;UN;1;BEBIDAS;1022;CHA;09023000.;9023000;SEM ENVELOPE;236;LEAO;236;LEAO
5460;CHA LEAO ERVAS CIDREIRA C/10 (S/ENV.);C/10;UN;1;BEBIDAS;1022;CHA;12119090.;12119090;SEM ENVELOPE;236;LEAO;236;LEAO
5461;CHA LEAO ERVAS CAMOMILA C/10 (S/ENV.);C/10;UN;1;BEBIDAS;1022;CHA;12119090.;12119090;SEM ENVELOPE;236;LEAO;236;LEAO
5462;CHA LEAO ERVAS HORTELA C/10 (S/ENV.);C/10;UN;1;BEBIDAS;1022;CHA;12119090.;12119090;SEM ENVELOPE;236;LEAO;236;LEAO
5463;CHA LEAO ERVAS ERVA DOCE C/10 (S/ENV.);C/10;UN;1;BEBIDAS;1022;CHA;09096290.;9096290;SEM ENVELOPE;236;LEAO;236;LEAO
5464;CHA LEAO PREM MACA C/10 ;C/10;UN;1;BEBIDAS;1022;CHA;08133000.;8133000;COM ENVELOPE;236;LEAO;236;LEAO
5465;CHA LEAO PREM MORANGO C/10 ;C/10;UN;1;BEBIDAS;1022;CHA;21069090.;21069090;COM ENVELOPE;236;LEAO;236;LEAO
5469;CHA LEAO FASES XO TPM C/10 (C/ENV.) ;C/10;DP;1;BEBIDAS;1022;CHA;21069010.;21069010;COM ENVELOPE - CEREJA/MORANGO/BAUNILHA ;;;;
5470;CHA LEAO PREM CAMOMILA/CIDREIRA/MARACUJA;C/10;UN;1;BEBIDAS;1022;CHA;21069090.;21069090;COM ENVELOPE;;;;
5472;CHA LEAO PREM AMORA/MIRTILO/BAUNILHA /10;C/10;DP;1;BEBIDAS;1022;CHA;21069010.;21069010;COM ENVELOPE;;;;
5476;ARROZ PARB.BURITI 10X1KG;10X1KG;FD;2;ALIMENTOS;260;ARROZ;10063011.;10063011;10X1KG;67;BURITI;67;BURITI
5484;FOSFORO DE SEGURA BILLA 5CM 250UN;250UN;PT;7;UTILIDADES;714;FOSFORO;36050000.1;36050000;C/250;39;BILLA;39;BILLA
5488;WHISKY J.WALKER RED LABEL  750ML S/CART;750ML;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;750ML;;;;
5493;CHOC.NESTLE PRESTIGIO BRANCO 30X33G;30X33G;DP;3;BOMBONIERI;312;CHOCOLATE;17049010.;17049010;30X33G;338;PRESTIGIO;338;PRESTIGIO
5494;SAGU NEVE 400G;400G;UN;2;ALIMENTOS;240;CEREAL;11062000.10;11062000;;294;NEVE;294;NEVE
5495;CHOC.NESTLE PRESTIGIO DARK 30X33G;30X33G;DP;3;BOMBONIERI;312;CHOCOLATE;18069000.;18069000;30X33G;338;PRESTIGIO;338;PRESTIGIO
5498;WHISKY OLD PARR 12 YEARS  750ML ;750ML ;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;750ML ;311;OLD PARR;311;OLD PARR
5508;PURE DE BATATA KNORR 1,01KG;UN;UN;2;ALIMENTOS;248;PURE BATATA;21069090.1;21069090;1,01KG;225;KNORR;225;KNORR
5545;RECHEIO F.VERMELHAS CONFEITEIRO 1,05KG;1,05KG;UN;2;ALIMENTOS;282;RECHEIO;20079990.;20079990;;107;CONFEITEIRO;107;CONFEITEIRO
5548;LEITE PO COMPOSTO OTIMO PIRACANJUBA 400G;400G;UN;2;ALIMENTOS;232;MATINAL;19019090.1;19019090;;;;;
5553;WHISKY JACK DANIELS HONEY C/CANECA;1L;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22087000.;22087000;1L;;;;
5559;CHOC.REFEICAO BARRA 9G;40X9G;DP;3;BOMBONIERI;312;CHOCOLATE;18063210.;18063210;;292;NEUGEBAUER;292;NEUGEBAUER
5560;CHOC.STIKADINHO 12,3G    ;32X12,3G;DP;3;BOMBONIERI;312;CHOCOLATE;18063110.;18063110;;292;NEUGEBAUER;292;NEUGEBAUER
5568;MAIONESE SACHE HELLMANNS 168X7G;168X7G;CX;2;ALIMENTOS;210;MAIONESE;21039011.;21039011;;197;HELLMANNS;197;HELLMANNS
5569;CATCHUP SACHE HELLMANNS 168X7G;168X7G;CX;2;ALIMENTOS;212;ATOMATADO/CATCHUP;21032010.;21032010;;197;HELLMANNS;197;HELLMANNS
5570;MOSTARDA SACHE AMARELA HELLMANNS 168X7G;168X7G;CX;2;ALIMENTOS;208;MOSTARDA;21033021.;21033021;;197;HELLMANNS;197;HELLMANNS
5572;WHISKY JACK DANIELS  TENNESSEE  1L C/LAT;1L;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;1L - C/ LATA;;;;
5574;MEXEDOR STRAW.SLIM 11CM CRISTAL ;C/500-270;PT;6;EMBALAGENS/DESCARTAVEIS;606;TALHER PLASTICO;39241000.;39241000;C/500 ;408;STRAWPLAST;408;STRAWPLAST
5575;LENTILHA JARAGUA 400G TIPO 2;400G;UN;2;ALIMENTOS;240;CEREAL;07134090.;7134090;400G;209;JARAGUA;209;JARAGUA
5576;SAKE THIKARA GOLD 745ML;745ML;UN;1;BEBIDAS;38;SAKE;22060090.1;22060090;745ML;434;THIKARA;434;THIKARA
5577;SAKE THIKARA SILVER (SECO) 745ML;745ML;UN;1;BEBIDAS;38;SAKE;22060090.1;22060090;745ML;434;THIKARA;434;THIKARA
5578;SAKE KAMPAI 745ML;745ML;UN;1;BEBIDAS;38;SAKE;22060090.1;22060090;745ML;217;KAMPAI;217;KAMPAI
5580;SAKE THIKARA BAG CULINARIO MIRIN 5L ;5L;UN;1;BEBIDAS;38;SAKE;22060090.1;22060090;5L;434;THIKARA;434;THIKARA
5603;CHOCOLEITE 260ML;24X260ML;CX;1;BEBIDAS;96;ACHOCOLATADO PRONTO;22029900.10;22029900;24X260ML;94;CHOCOLEITE;94;CHOCOLEITE
5604;CHOCOLEITE 460ML;12X460ML;CX;1;BEBIDAS;96;ACHOCOLATADO PRONTO;22029900.10;22029900;12X460ML;94;CHOCOLEITE;94;CHOCOLEITE
5605;CHOCOLEITE 880ML;12X880ML;CX;1;BEBIDAS;96;ACHOCOLATADO PRONTO;22029900.10;22029900;12X880ML;94;CHOCOLEITE;94;CHOCOLEITE
5622;COB.FRAC.BARRA CONFEITEIRO AO LEITE 2,1;2,1KG;UN;2;ALIMENTOS;236;CHOCOLATE/COBERTURA;18062000.;18062000;;107;CONFEITEIRO;107;CONFEITEIRO
5625;AMENDOIM CRU HUNNER CALDAO 400G ;400G;UN;2;ALIMENTOS;240;CEREAL;12024200.;12024200;;72;CALDAO;72;CALDAO
5627;COB.FRAC.BARRA CONFEITEIRO M.AMARGO 2,1 ;2,1KG;UN;2;ALIMENTOS;236;CHOCOLATE/COBERTURA;18062000.;18062000;;107;CONFEITEIRO;107;CONFEITEIRO
5629;RECHEIO MARACUJA CONFEITEIRO 1,05KG;1,05KG;UN;2;ALIMENTOS;282;RECHEIO;20079990.;20079990;;107;CONFEITEIRO;107;CONFEITEIRO
5630;RECHEIO MORANGO CONFEITEIRO 1,05KG;1,05KG;UN;2;ALIMENTOS;282;RECHEIO;20079990.;20079990;;107;CONFEITEIRO;107;CONFEITEIRO
5631;BISC.TRAKINAS CHOCOLATE 126G;126G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;126G;647;TRAKINAS;647;TRAKINAS
5632;BISC.TRAKINAS  MORANGO 126G;126G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;126G;;;;
5635;CAFE 3 CORACOES 500G EXTRA FORTE ;500G;UN;2;ALIMENTOS;262;CAFE;09012100.;9012100;500G;476;3 CORACOES;476;3 CORACOES
5636;CAFE 3 CORACOES 500G TRADICIONAL ;500G;UN;2;ALIMENTOS;262;CAFE;09012100.;9012100;500G;476;3 CORACOES;476;3 CORACOES
5637;AZEITE 5L BLEND ANNA OLIVA/SOJA;5L PET;UN;2;ALIMENTOS;216;AZEITE;15079011.;15079011;AZEITE DE OLIVA 60% E OLEOS VEGETAIS 40%;16;ANNA;16;ANNA
5638;DOCE DE LEITE PURO AUREA 9,8KG ;9,8KG ;UN;2;ALIMENTOS;10001;DOCE DE LEITE;19019020.;19019020;;25;AUREA;25;AUREA
5642;SAL REFIN.DIANA 25KG;25KG;SC;2;ALIMENTOS;274;SAL;25010090.;25010090;25KG;130;DIANA;130;DIANA
5648;AZEITONA PTA FATIADAS V.FERTIL 1,8KG ;1,8KG BALDE;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20057000.4;20057000;1,8KG BALDE;453;VALE FERTIL;453;VALE FERTIL
5650;AZEITONA PTA S/CAROCO V.FERTIL 1,8KG  ;1,8KG BALDE;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20057000.4;20057000;1,8KG BALDE;453;VALE FERTIL;453;VALE FERTIL
5651;VINHO IMP CHI CONCHA RES ROSE ;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;750ML;357;RESERVADO;357;RESERVADO
5653;COB E RECHEIO XAMEGO BOM L.CONDENSADO 2K;2KG;UN;2;ALIMENTOS;282;RECHEIO;19019090.;19019090;;467;XAMEGO BOM ;467;XAMEGO BOM 
5654;COB E RECHEIO XAMEGO BOM CHOCOLATE 2KG ;2KG;UN;2;ALIMENTOS;282;RECHEIO;19019090.;19019090;;467;XAMEGO BOM ;467;XAMEGO BOM 
5656;MAIONESE HELLMANNS DOY PACK  200G;200G;UN;2;ALIMENTOS;210;MAIONESE;21039011.12;21039011;;197;HELLMANNS;197;HELLMANNS
5657;PASTA CRISTAL ROSA 500G;500G;UN;5;LIMPEZA;510;SABAO PEDRA;34054000.;34054000;500G;116;CRISTAL;116;CRISTAL
5658;CALDO KNORR GALINHA 10X57G TABLETE;10X57G;UN;2;ALIMENTOS;218;CALDO/AMACIANTE;21041011.;21041011;;225;KNORR;225;KNORR
5659;CALDO KNORR GALINHA 114G TABLETE;114G;UN;2;ALIMENTOS;218;CALDO/AMACIANTE;21041011.;21041011;;225;KNORR;225;KNORR
5663;CHOCO BALL POWER BRANCO MICRO 300G;300G;UN;2;ALIMENTOS;236;CHOCOLATE/COBERTURA;19041000.;19041000;300G - MICRO;93;CHOCO POWER BALL;93;CHOCO POWER BALL
5664;CHOCO BALL POWER BRANCO MINI 300G ;300G;UN;2;ALIMENTOS;236;CHOCOLATE/COBERTURA;19041000.;19041000;300G - MINI;93;CHOCO POWER BALL;93;CHOCO POWER BALL
5665;CATCHUP BONARE TOP DOWN 390G ;390G;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;21032010.12;21032010;390G;;;;
5670;EXTRATO TOMATE  BONARE 190G SACHE ;190G;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;20029000.;20029000;;52;BONARE;52;BONARE
5672;GELEIA BLISTER MORANGO/GOIABA B.SABOR ;144X15G;CX;2;ALIMENTOS;202;CONSERVA DOCE/ENLATADOS;20079910.;20079910;;50;BOM SABOR;50;BOM SABOR
5682;GELEIA BLISTER MACA/GOIABA DIET B.SABOR;144X12G;CX;2;ALIMENTOS;202;CONSERVA DOCE/ENLATADOS;20079910.;20079910;;;;;
5690;ACUCAR DEMERARA ALTO ALEGRE 1KG;1KG;UN;2;ALIMENTOS;254;ACUCAR;17011400.;17011400;1KG;8;ALTO ALEGRE;8;ALTO ALEGRE
5700;COROTE TUTI-FRUTI PET 500ML;500ML;UN;1;BEBIDAS;32;COQUETEL;22060090.;22060090;500ML;111;COROTE;111;COROTE
5707;ERVILHA  170G BONDUELLE LATA;170G;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20054000.12;20054000;170G;53;BONDUELLE;53;BONDUELLE
5711;BRIGADEIRO XAMEGO BOM 2,1KG;2,1KG;UN;2;ALIMENTOS;282;RECHEIO;19019090.;19019090;;467;XAMEGO BOM ;467;XAMEGO BOM 
5712;BEIJINHO XAMEGO BOM POTE 2,1KG ;2,1KG;UN;2;ALIMENTOS;282;RECHEIO;19019090.;19019090;2,1KG - POTE;467;XAMEGO BOM ;467;XAMEGO BOM 
5732;FILTRO PAPEL 3 CORACOES 103 ;1;UN;6;EMBALAGENS/DESCARTAVEIS;602;DESCARTAVEL;48232099.1;48232099;1;476;3 CORACOES;476;3 CORACOES
5734;FILTRO PAPEL 3 CORACOES 102 ;1;UN;6;EMBALAGENS/DESCARTAVEIS;602;DESCARTAVEL;48232099.1;48232099;1;476;3 CORACOES;476;3 CORACOES
5750;VINHO IMP PORT C.GARCIA VDE BRANCO SWEET;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;750MLVINHO DOCE;84;CASAL GARCIA;84;CASAL GARCIA
5751;VINHO IMP PORT C.GARCIA VDE ROSE M. SECO;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;750ML;84;CASAL GARCIA;84;CASAL GARCIA
5756;GUARDAN.F.DUPLA SENSACAO 22X22CM ;36X50UN;CX;6;EMBALAGENS/DESCARTAVEIS;640;GUARDANAPO;48183000.;48183000;;386;SENSACAO;386;SENSACAO
5762;CAFE SOLUVEL IGUACU 160G;160G;UN;2;ALIMENTOS;262;CAFE;21011110.;21011110;160G;476;3 CORACOES;476;3 CORACOES
5766;FILME PVC 38CM X 300M 9MICR BRASPRATICK ;1;UN;6;EMBALAGENS/DESCARTAVEIS;620;FILME PVC;39204390.;39204390;;59;BRASPRATICK;59;BRASPRATICK
5767;FLOCAO SINHA 500G;500G;UN;2;ALIMENTOS;268;FARINHA/FARINACEOS;11041900.1;11041900;500G;393;SINHA;393;SINHA
5768;FILME PVC 38CM X 600M 9MICR BRASPRATICK ;1;UN;6;EMBALAGENS/DESCARTAVEIS;620;FILME PVC;39204390.;39204390;;59;BRASPRATICK;59;BRASPRATICK
5769;FILME PVC 60CM X 600M 9MICR BRASPRATICK;1;UN;6;EMBALAGENS/DESCARTAVEIS;620;FILME PVC;39204390.;39204390;;59;BRASPRATICK;59;BRASPRATICK
5771;ARROZ PARB.SABOR SUL 6X5KG;6X5KG;FD;2;ALIMENTOS;260;ARROZ;10063011.;10063011;6X5KG;482;SABOR SUL;482;SABOR SUL
5775;CATCHUP  TELL 3KG GALAO ;3KG;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;21032090.;21032090;3KG;426;TELL;426;TELL
5777;MOSTARDA AMARELA TELL GALAO 3KG ;3KG;UN;2;ALIMENTOS;208;MOSTARDA;21033029.;21033029;;426;TELL;426;TELL
5783;EMB.CRISTAL BIP63 ROCAMBOLE MED.BCA;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;608;EMBALAGEM CRISTAL;39231090.;39231090;ALT 6,6 LARG 11 COMP 31CM - BASE BRANCA;40;BIPACK;40;BIPACK
5786;VINHO IMP CHI CASILLERO D ROSE;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;750ML;86;CASILLETO DEL DIABLO;86;CASILLETO DEL DIABLO
5800;MAIONESE  HELLMANNS BAG 2.8KG;2.8KG;UN;2;ALIMENTOS;210;MAIONESE;21039019.;21039019;;197;HELLMANNS;197;HELLMANNS
5807;BISC.SACHE B.SABOR TORRADA 100X14G;100X14G;CX;2;ALIMENTOS;230;BISCOITO;19054000.;19054000;2 UNIDADES NO SACHE;50;BOM SABOR;50;BOM SABOR
5809;MOLHO ALHO 900ML TELL PET;900ML;UN;2;ALIMENTOS;206;MOLHO;21039091.;21039091;;426;TELL;426;TELL
5812;N.F.COPO CERVEJA LAGER 200ML SMJ501 ;24X200ML;CX;7;UTILIDADES;702;COPO/PRATO VIDRO;70133700.;70133700;;282;NADIR FIGUEIREDO;282;NADIR FIGUEIREDO
5824;SAPOLIO RADIUM CREMOSO LIMAO 250ML;12X250ML;CX;5;LIMPEZA;516;SAPONACEO;34054000.;34054000;;704;BOMBRIL;704;BOMBRIL
5825;SAPOLIO RADIUM CREMOSO CLASSICO 250ML;12X250ML;CX;5;LIMPEZA;516;SAPONACEO;34054000.;34054000;;704;BOMBRIL;704;BOMBRIL
5827;N.F.COPO SUCO/AGUA BRISTOL 200ML 2111  ;24X200ML;CX;7;UTILIDADES;702;COPO/PRATO VIDRO;70133700.;70133700;;282;NADIR FIGUEIREDO;282;NADIR FIGUEIREDO
5830;N.F.COPO CERVEJA STOUT 473ML 7051 ;12X473ML;CX;7;UTILIDADES;702;COPO/PRATO VIDRO;70133700.;70133700;;;;;
5832;N.F.TACA GIN TONICA 600ML 7948 ;6X600ML;CX;7;UTILIDADES;702;COPO/PRATO VIDRO;70132800.;70132800;;282;NADIR FIGUEIREDO;282;NADIR FIGUEIREDO
5834;WHISKY JACK DANIELS FIRE 1L;1L;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22087000.11;22087000;1L;206;JACK DANIELS;206;JACK DANIELS
5835;WHISKY JACK DANIELS  TENNESSEE  50ML;50ML;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;50ML;206;JACK DANIELS;206;JACK DANIELS
5839;MARMITA ALUM. 730ML MELLO M185 C/100;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;76071110.;76071110;C/100;266;MELLO;266;MELLO
5840;MARMITA ALUM.1050ML MELLO M190 C/100;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;76071110.;76071110;C/100;266;MELLO;266;MELLO
5841;MARMITA ALUM. 480ML MELLO M7 C/100;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;76071110.;76071110;C/100;;;;
5843;PAPEL MANTEIGA  29CM X 7,5M MELLO ;1;UN;6;EMBALAGENS/DESCARTAVEIS;624;PAPEL ALUMINIO/MANTEIGA;48064000.;48064000;1;266;MELLO;266;MELLO
5844;LUVA LATEX TALGE C/PO P C/100;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;646;LUVA;40151900.;40151900;C/100;421;TALGE;421;TALGE
5845;LUVA LATEX TALGE C/PO M C/100;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;646;LUVA;40151900.;40151900;C/100;421;TALGE;421;TALGE
5846;LUVA LATEX TALGE C/PO G C/100;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;646;LUVA;40151900.10;40151900;C/100;421;TALGE;421;TALGE
5847;LUVA NITRILICA AZUL TALGE S/PO G  ;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;646;LUVA;40151900.;40151900;C/100;421;TALGE;421;TALGE
5848;LUVA NITRILICA AZUL TALGE S/PO P  ;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;646;LUVA;40151900.;40151900;C/100;421;TALGE;421;TALGE
5849;PAPEL ALUMINIO  30CM X 7,5M MELLO  ;1;UN;6;EMBALAGENS/DESCARTAVEIS;624;PAPEL ALUMINIO/MANTEIGA;76072000.;76072000;1;266;MELLO;266;MELLO
5850;PAPEL ALUMINIO 45CM X 65M MELLO ;1;UN;6;EMBALAGENS/DESCARTAVEIS;624;PAPEL ALUMINIO/MANTEIGA;76072000.;76072000;1;266;MELLO;266;MELLO
5851;PAPEL ALUMINIO  45CM X 7,5M MELLO  ;1;UN;6;EMBALAGENS/DESCARTAVEIS;624;PAPEL ALUMINIO/MANTEIGA;76072000.;76072000;1;266;MELLO;266;MELLO
5852;VINHO NAC LIEBFRAULMILCH BRANCO MEIO SCO;750ML;UN;1;BEBIDAS;48;VINHO NACIONAL FINO;22042100.10;22042100;750ML;242;LIEBFRAULMILCH;242;LIEBFRAULMILCH
5853;TEQUILA ESPOLON REPOS.AMARELA 100% AGAVE;750ML;UN;1;BEBIDAS;14;TEQUILA;22089000.10;22089000;750ML;155;ESPOLON;155;ESPOLON
5868;FIGO VERDE INTEIRO CITROCAL 400G;400G;UN;2;ALIMENTOS;202;CONSERVA DOCE/ENLATADOS;20089900.;20089900;400G;;;;
5869;ABACAXI RODELAS CITROCAL 400G;400G;UN;2;ALIMENTOS;202;CONSERVA DOCE/ENLATADOS;20082010.;20082010;400G;;;;
5870;ABACAXI PEDACOS CITROCAL 400G;400G;UN;2;ALIMENTOS;202;CONSERVA DOCE/ENLATADOS;20082010.;20082010;400G;;;;
5871;ACUCAR SACHE B.SABOR ORGANICO 200X5G;200X5G;CX;2;ALIMENTOS;254;ACUCAR;17019900.;17019900;EMBALAGEM STICK;50;BOM SABOR;50;BOM SABOR
5873;GELEIA BLISTER MORANGO/UVA DIET B.SABOR ;144X12G;CX;2;ALIMENTOS;202;CONSERVA DOCE/ENLATADOS;20079910.;20079910;;;;;
5874;GELEIA BLISTER MORANGO/UVA B.SABOR  ;144X15G;CX;2;ALIMENTOS;202;CONSERVA DOCE/ENLATADOS;20079910.;20079910;;50;BOM SABOR;50;BOM SABOR
5878;ALCOOL 80º GEL ACENDEDOR 480G QUIMIDROL;12X480G;CX;5;LIMPEZA;530;ALCOOL;22071090.;22071090;;350;QUIMIDROL;350;QUIMIDROL
5886;LIMPADOR DE CHAPAS SCOTCH-BRITE 1L;1L;UN;5;LIMPEZA;512;LIMPADOR;34025000.;34025000;;477;3M;477;3M
5901;N.F.CANECA CHOPP TABERNA 340ML 5901 ;12X340ML;CX;7;UTILIDADES;702;COPO/PRATO VIDRO;70133700.;70133700;LISA PARA CHOPP DE 300ML;282;NADIR FIGUEIREDO;282;NADIR FIGUEIREDO
5907;OVO CODORNA TP 1 KAMILY 1,8KG VD;1,8KG;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;04089900.;4089900;1,8KG;216;KAMILY;216;KAMILY
5908;OVO CODORNA TP 1 KAMILY 300G VD;300G;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;04089900.;4089900;300G;216;KAMILY;216;KAMILY
5916;BISC.TRITURADO BARION 1KG;1KG;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;1KG - TIPO NEGRESCO;32;BARION;32;BARION
5917;CASQUINHA SORV.KASKETES BARION TRADIC.;24X75G;CX;2;ALIMENTOS;250;PANIFICACAO;19059090.;19059090;CAIXINHA 75G VEM C/18 CASQUINHAS;32;BARION;32;BARION
5929;CHOCO BALL POWER AO LEITE BOLAO 500G ;500G;UN;2;ALIMENTOS;236;CHOCOLATE/COBERTURA;19041000.;19041000;500G - BOLAO;93;CHOCO POWER BALL;93;CHOCO POWER BALL
5931;BOBINA PAPEL STRONG ROSA 40CM ;1UN ;UN;6;EMBALAGENS/DESCARTAVEIS;634;BOBINA;48109990.;48109990;PESO ENTRE 5KG A 5,5KG;366;ROSA;366;ROSA
5932;BOBINA PAPEL STRONG ROSA 60CM ;1UN ;UN;6;EMBALAGENS/DESCARTAVEIS;634;BOBINA;48109990.;48109990;PESO ENTRE 6,5KG A 7KG;;;;
5933;GRANOLA MOIMA TRADICIONAL (11 INGRED.)1K;1KG;UN;2;ALIMENTOS;286;CEREAL MATINAL;19041000.;19041000;1KG;275;MOIMA;275;MOIMA
5935;GRANOLA MOIMA MAXXI (30 INGRED.) 1KG;1KG;UN;2;ALIMENTOS;286;CEREAL MATINAL;19041000.;19041000;1KG;275;MOIMA;275;MOIMA
5945;MOLHO SALADA SACHE B.SABOR CAESER 200X10;200X10G;CX;2;ALIMENTOS;206;MOLHO;21039021.;21039021;;50;BOM SABOR;50;BOM SABOR
5946;MOLHO SALADA SACHE B.SABOR FRENCH 200X10;200X10G;CX;2;ALIMENTOS;206;MOLHO;21039021.;21039021;;50;BOM SABOR;50;BOM SABOR
